metric,cell_id,annotation,num_spots,gene,num_gene_spots,score,variance,experiment,sample
periph,202723270318851096247755947252507582318,L6_IT,284,Timp3,1,0.5547703180212014,0.33568904593639565,BICCN_mouse1,m1s3
periph,305137449569074053676337805280826660156,L23_IT,604,Timp3,1,0.33996683250414594,0.3344389165284688,BICCN_mouse1,m1s6
periph,204716357384029788764114416689950539062,L6_IT,223,Timp3,1,-0.5675675675675675,0.3363363363363361,BICCN_mouse1,m1s6
periph,299215978966672857613783112663351586963,L6b,329,Timp3,1,-0.6951219512195121,0.3353658536585366,BICCN_mouse1,m1s6
periph,294448439567553743636136967315514798830,Pvalb,856,Timp3,1,0.9976608187134502,0.3341130604288495,BICCN_mouse1,m1s6
periph,123532221084827023396782104770657596332,Pvalb,898,Timp3,1,0.9219620958751392,0.3340765514678558,BICCN_mouse1,m1s4
periph,74968793236079231966428954116648089429,VLMC,620,Timp3,39,0.011308562197092085,0.022966910489960867,BICCN_mouse1,m1s4
periph,325999854628824776996082897913422259483,L6_CT,611,Timp3,1,0.9081967213114754,0.3344262295081968,BICCN_mouse1,m1s2
periph,273658933947144178012107111415359819859,L23_IT,530,Timp3,2,-0.18525519848771266,0.16698053537544527,BICCN_mouse1,m1s4
periph,91632489635056883222680421004238553141,Oligo,405,Timp3,1,0.2871287128712871,0.3349834983498348,BICCN_mouse1,m1s6
periph,253916149307375987452769666779634585673,VLMC,410,Timp3,23,-0.22249388753056235,0.038033488561163564,BICCN_mouse1,m1s2
periph,131942480851667313063371324501639134973,VLMC,270,Timp3,9,-0.7174721189591078,0.08886127760936012,BICCN_mouse1,m1s3
periph,100523658115168568779373668985570309571,L56_NP,300,Timp3,1,-0.5652173913043478,0.33556298773690085,BICCN_mouse1,m1s4
periph,58153248140513604586751284172767787571,L56_NP,224,Timp3,1,0.3632286995515695,0.33632286995515703,BICCN_mouse1,m1s1
periph,157314198183847368349449765212034282530,L23_IT,677,Timp3,2,0.1997041420118343,0.16691248555722812,BICCN_mouse1,m1s3
periph,48006528638722904438075309599453165005,L6_IT,343,Timp3,3,0.8888888888888888,0.19999316028863576,BICCN_mouse1,m1s2
periph,36571194383511986232344366588381372246,VLMC,893,Timp3,51,0.07174887892376683,0.017850238860662532,BICCN_mouse1,m1s1
periph,335060171626463055220607852089285703681,SMC,313,Timp3,35,0.07051282051282051,0.02423614442845212,BICCN_mouse1,m1s5
periph,225636048596279600063560071674824856210,Sst,766,Timp3,2,-0.07058823529411765,0.16688396200891406,BICCN_mouse1,m1s4
periph,300114405592371088411566425764354341120,L6_IT,450,Timp3,2,0.11358574610244987,0.16703620848441572,BICCN_mouse1,m1s4
periph,232458472384905598352676098706457530483,Pvalb,618,Timp3,1,0.8346839546191248,0.3344138303619669,BICCN_mouse1,m1s3
periph,209723912375752312877951621630121981201,VLMC,583,Timp3,19,0.03436426116838488,0.046304871897389716,BICCN_mouse1,m1s2
periph,252648417875716231648562617439112059180,SMC,733,Timp3,50,-0.09289617486338797,0.017639695585416986,BICCN_mouse1,m1s5
periph,5862066926564238412872837196158829296,L23_IT,234,Timp3,1,-0.3991416309012876,0.3361945636623749,BICCN_mouse1,m1s2
periph,76698006108646774937048916308280784457,L6_IT,867,Timp3,1,-0.9607390300230948,0.3341031562740571,BICCN_mouse1,m1s2
periph,154588610436401863061678303611317187501,Pvalb,869,Timp3,1,0.6129032258064516,0.3341013824884792,BICCN_mouse1,m1s3
periph,118637979442630137021926634856115907310,L23_IT,642,Timp3,2,0.1794071762870515,0.16692586580218252,BICCN_mouse1,m1s5
periph,300903910695300563498315993537879643020,L23_IT,618,Timp3,1,0.19611021069692056,0.3344138303619669,BICCN_mouse1,m1s5
periph,13321548715399653381794734640469673641,L6_IT_Car3,411,Timp3,3,0.2878048780487805,0.1999952409280192,BICCN_mouse1,m1s2
periph,191587294151094304211583402498391668416,L23_IT,492,Timp3,1,-0.5723014256619144,0.33469110658520035,BICCN_mouse1,m1s2
periph,55025617649125413596174925622730279467,L6_CT,313,Timp3,2,0.2692307692307692,0.16719743041858434,BICCN_mouse1,m1s4
periph,3711891475382542215696010086858126756,OPC,227,Timp3,4,0.5707964601769911,0.13272769989819105,BICCN_mouse1,m1s2
periph,123814410160392523550252494422161110718,L23_IT,828,Timp3,1,0.9613059250302296,0.3341394598952039,BICCN_mouse1,m1s2
periph,88813647342101702215415975342953342285,L23_IT,449,Timp3,2,-0.453125,0.16703702965561193,BICCN_mouse1,m1s4
periph,249770253774044473600108511595026311307,Pvalb,298,Timp3,4,-0.1111111111111111,0.13287533018172745,BICCN_mouse1,m1s1
periph,206505265510829171242201748169063437030,SMC,315,Timp3,38,-0.0732484076433121,0.021625519732948028,BICCN_mouse1,m1s4
periph,239548966938411573705271694866573782012,L23_IT,338,Timp3,2,-0.35014836795252224,0.16715829143516275,BICCN_mouse1,m1s2
periph,277866161818869635606185334964250645895,L6_CT,348,Timp3,1,-0.5446685878962536,0.33525456292026884,BICCN_mouse1,m1s3
periph,66293033427642046506858177938232642015,L6_CT,386,Timp3,1,0.9272727272727272,0.3350649350649351,BICCN_mouse1,m1s4
periph,190040855713689581118096692669715544550,L5_IT,1575,Timp3,2,0.7255400254129606,0.16677241945700694,BICCN_mouse1,m1s3
periph,239268036190625092904041625183510151895,OPC,324,Timp3,9,0.33126934984520123,0.08920643523678153,BICCN_mouse1,m1s5
periph,200195060432376135903854629974813564423,Oligo,211,Timp3,1,0.8380952380952381,0.3365079365079364,BICCN_mouse1,m1s4
periph,206399137493145015839593196752314721355,L56_NP,660,Timp3,7,-0.5235204855842185,0.1104336183766322,BICCN_mouse1,m1s2
periph,261281164018076102894610340722603452464,L23_IT,371,Timp3,1,0.8108108108108109,0.33513513513513543,BICCN_mouse1,m1s3
periph,281563613698857849704478645738682899588,Astro,222,Timp3,4,-0.4434389140271493,0.1327136354019506,BICCN_mouse1,m1s4
periph,168209105111009305949822561782653658682,VLMC,488,Timp3,36,-0.1437371663244353,0.023861984078227837,BICCN_mouse1,m1s1
periph,327259409215191804585783467868882178790,VLMC,524,Timp3,13,0.11281070745697895,0.06538611993609451,BICCN_mouse1,m1s1
periph,136126448762158139756378583452242266618,Vip,468,Timp3,2,0.4496788008565311,0.16702202617585815,BICCN_mouse1,m1s6
periph,266672736032643949616868131865286550791,OPC,253,Timp3,2,-0.2301587301587301,0.1673227933148569,BICCN_mouse1,m1s6
periph,303789199354622276760752211671757105021,L6_CT,491,Timp3,1,0.9755102040816328,0.3346938775510206,BICCN_mouse1,m1s2
periph,8829430422258677555357977217287723402,L5_ET,703,Timp3,1,-0.6125356125356125,0.3342830009496675,BICCN_mouse1,m1s2
periph,111665238061626997562658546883483739154,L23_IT,669,Timp3,1,0.467065868263473,0.3343313373253496,BICCN_mouse1,m1s5
periph,285565139638487874400432713583899775432,OPC,267,Timp3,3,0.8571428571428571,0.1999886935383572,BICCN_mouse1,m1s4
periph,7786400540913755653236166392309354708,SMC,297,Timp3,11,-0.3918918918918919,0.07482651570489407,BICCN_mouse1,m1s6
periph,259008145249536654745550837760329583535,L23_IT,996,Timp3,1,-0.907537688442211,0.3340033500837524,BICCN_mouse1,m1s3
periph,69823409168652062933402933470384549919,L6_CT,240,Timp3,1,0.1297071129707113,0.3361227336122736,BICCN_mouse1,m1s5
periph,55293522660301925875738419729411879267,VLMC,375,Timp3,15,-0.4224598930481284,0.05692436830604587,BICCN_mouse1,m1s3
periph,237810949643621802322726509763077300151,VLMC,685,Timp3,20,0.02631578947368421,0.04221060507610217,BICCN_mouse1,m1s4
periph,320812936829140574066463897676000056747,L6_IT,796,Timp3,1,-0.3408805031446541,0.3341719077568137,BICCN_mouse1,m1s2
periph,249069910304588600753135782105408702755,L6_IT,496,Timp3,1,0.2525252525252525,0.3346801346801345,BICCN_mouse1,m1s6
periph,74684230288293861782143521609528871246,L23_IT,1222,Timp3,3,-0.5151515151515151,0.19999946339012648,BICCN_mouse1,m1s5
periph,189711833714468625655119368092076616145,L5_IT,665,Timp3,1,-0.5813253012048193,0.33433734939759,BICCN_mouse1,m1s2
periph,15725850291955916971596130379418136431,L6_CT,450,Timp3,1,-0.4922048997772829,0.33481811432813635,BICCN_mouse1,m1s4
periph,86027134217352631412069265505547319905,L5_ET,725,Timp3,2,0.8314917127071824,0.16689623332621065,BICCN_mouse1,m1s2
periph,18935527412070684501693519885418442366,L6_IT_Car3,419,Timp3,3,0.9330143540669856,0.1999954213502436,BICCN_mouse1,m1s2
periph,28438352999495970901124223091669099216,L5_IT,333,Timp3,1,0.5481927710843374,0.3353413654618473,BICCN_mouse1,m1s1
periph,121661830161233162828787257790138715542,L6_CT,503,Timp3,1,0.7290836653386454,0.3346613545816732,BICCN_mouse1,m1s3
periph,111152577655986938837631940923471116073,Astro,226,Timp3,7,0.7333333333333333,0.1091094650205761,BICCN_mouse1,m1s3
periph,332403043913234538268923369865017144680,L6_CT,642,Timp3,1,0.09516380655226207,0.3343733749349975,BICCN_mouse1,m1s5
periph,247927884373444817868312545512633596050,Sst,309,Timp3,2,-0.1948051948051948,0.1672042784055772,BICCN_mouse1,m1s2
periph,251957640553914141412668714050614013680,L6_CT,276,Timp3,6,0.2472727272727273,0.10595985832349472,BICCN_mouse1,m1s1
periph,166395831179200515117071086286076041941,Pvalb,332,Timp3,2,0.9335347432024168,0.16716714889422313,BICCN_mouse1,m1s2
periph,35791203753831158837032890014419711927,L6_IT,744,Timp3,3,0.9703903095558546,0.19999855085327567,BICCN_mouse1,m1s3
periph,320509725332464040352978484787890535620,Lamp5,388,Timp3,3,0.9224806201550388,0.19999465844066525,BICCN_mouse1,m1s1
periph,175854999286524173589585175236435873869,Lamp5,553,Timp3,1,-0.5289855072463768,0.3345410628019325,BICCN_mouse1,m1s4
periph,198634870566544088592941294710745573836,L6_CT,230,Timp3,1,-0.08296943231441048,0.3362445414847162,BICCN_mouse1,m1s1
periph,198255112833361149054763171650526129522,L6_IT_Car3,1013,Timp3,1,0.5217391304347826,0.3339920948616598,BICCN_mouse1,m1s2
periph,326471173542638241516799286573938631086,L6_CT,315,Timp3,1,0.4649681528662421,0.3354564755838643,BICCN_mouse1,m1s4
periph,596379191790633667926891368615330765,L5_IT,710,Timp3,3,-0.6332863187588152,0.19999840853344375,BICCN_mouse1,m1s4
periph,219478233123825650112699643982644025179,L6b,564,Timp3,2,0.6589698046181173,0.16696164819482895,BICCN_mouse1,m1s5
periph,34628634214296224502100668833841181305,VLMC,263,Timp3,10,0.2519083969465649,0.0737136530505215,BICCN_mouse1,m1s4
periph,312344028263784299757550711453572732654,L6_CT,583,Timp3,1,-0.18213058419243985,0.3344788087056129,BICCN_mouse1,m1s4
periph,324727519086883500000555257786873354420,L6_CT,512,Timp3,1,0.8904109589041096,0.334637964774951,BICCN_mouse1,m1s1
periph,175270475932181120218700007601314432685,Pvalb,618,Timp3,3,0.3808752025931929,0.19999789854710798,BICCN_mouse1,m1s4
periph,287786039936433657926972393140935576895,L5_IT,785,Timp3,1,0.9234693877551021,0.3341836734693875,BICCN_mouse1,m1s3
periph,314934640956249488242312509481033600707,L23_IT,478,Timp3,4,0.13417190775681342,0.13305029249018793,BICCN_mouse1,m1s6
periph,41832028730124589330610404170177166476,Lamp5,295,Timp3,1,0.4489795918367347,0.3356009070294785,BICCN_mouse1,m1s2
periph,59284922917105431207686509674895819984,L6_IT,677,Timp3,1,-0.19822485207100596,0.3343195266272188,BICCN_mouse1,m1s5
periph,72629623101318627812510270649677261547,L5_ET,1107,Timp3,1,0.6166365280289331,0.3339361060880049,BICCN_mouse1,m1s5
periph,133186482790762613512800376916194352681,L6_IT,1128,Timp3,2,-0.13930789707187222,0.16681428946718532,BICCN_mouse1,m1s3
periph,104926186604835677579459635828091276720,L23_IT,601,Timp3,1,0.09,0.3344444444444445,BICCN_mouse1,m1s5
periph,273955815259728454979786113558395759922,L6_IT,388,Timp3,3,0.834625322997416,0.19999465844066525,BICCN_mouse1,m1s1
periph,23304244678029712497116164070479788004,Sst,610,Timp3,1,0.4220032840722496,0.3344280240831965,BICCN_mouse1,m1s6
periph,74270953830051105443220717802265776306,L23_IT,740,Timp3,5,0.4939106901217862,0.142468427326545,BICCN_mouse1,m1s2
periph,116037504886823142812943303497526901703,L5_ET,1306,Timp3,1,-0.8681992337164751,0.3338441890166027,BICCN_mouse1,m1s6
periph,307883130195081746052343226960846671670,VLMC,492,Timp3,30,-0.2505091649694501,0.028571661298150225,BICCN_mouse1,m1s1
periph,74736218421619730448259787150070977156,L5_IT,275,Timp3,1,0.6204379562043796,0.3357664233576641,BICCN_mouse1,m1s3
periph,20724868203344536486873222783922559208,L23_IT,306,Timp3,1,0.9213114754098358,0.3355191256830602,BICCN_mouse1,m1s2
periph,75043338974447869394818624209288585961,L23_IT,812,Timp3,1,0.8964241676942046,0.3341553637484587,BICCN_mouse1,m1s2
periph,265632418585554551140761113988185857137,L6_CT,731,Timp3,1,0.2027397260273973,0.3342465753424657,BICCN_mouse1,m1s5
periph,78937194741358130888372548029178117481,SMC,286,Timp3,19,0.1368421052631579,0.04492459218220991,BICCN_mouse1,m1s1
periph,18443771140809057540542948147465058481,L6_IT,1085,Timp3,3,0.7546125461254612,0.19999931918138406,BICCN_mouse1,m1s5
periph,329966303251493268187308304934437113317,SMC,304,Timp3,18,-0.4191419141914192,0.04500590757356087,BICCN_mouse1,m1s3
periph,219007143151706571784519790635712251496,Lamp5,962,Timp3,1,0.8834547346514048,0.33402705515088416,BICCN_mouse1,m1s2
periph,119664393981979056080692206734367471082,L6_IT,447,Timp3,2,0.6838565022421524,0.16703868299516714,BICCN_mouse1,m1s5
periph,219627049567530796347871464498073185329,VLMC,253,Timp3,14,0.1388888888888889,0.05576315402704292,BICCN_mouse1,m1s5
periph,69470951518676205858625892964962555412,L23_IT,511,Timp3,1,0.8784313725490196,0.3346405228758172,BICCN_mouse1,m1s3
periph,251144455671190766482808355690983746914,L5_ET,469,Timp3,2,0.8760683760683761,0.16702127011956072,BICCN_mouse1,m1s6
periph,292650420861745858583185011291459470502,L5_IT,1259,Timp3,1,0.8998410174880763,0.3338632750397458,BICCN_mouse1,m1s5
periph,106898812720724531664372484109825751222,Vip,517,Timp3,2,0.0,0.1669884121547182,BICCN_mouse1,m1s2
periph,164054212295438520543966852051828449156,SMC,879,Timp3,42,0.1548974943052392,0.02121032175323213,BICCN_mouse1,m1s2
periph,38076939909773533372556469530887019344,L23_IT,204,Timp3,2,0.0049261083743842365,0.16747959588115865,BICCN_mouse1,m1s3
periph,187919032703832117003184401650998888680,L5_IT,856,Timp3,1,0.1695906432748538,0.3341130604288495,BICCN_mouse1,m1s1
periph,163522886924053802437344864242625261716,OPC,209,Timp3,3,0.5673076923076923,0.19998150887573948,BICCN_mouse1,m1s3
periph,193749766511285557471301420513740166828,L6_CT,701,Timp3,2,-0.4357142857142857,0.1669040816326533,BICCN_mouse1,m1s2
periph,33027702374441071167039747857595947463,Endo,225,Timp3,3,0.5803571428571429,0.1999840561224488,BICCN_mouse1,m1s1
periph,11658077373399597574910523571370821117,Astro,224,Timp3,16,0.15695067264573992,0.049207883197518766,BICCN_mouse1,m1s2
periph,140670452001673133849886701487930974000,L5_ET,366,Timp3,1,-0.019178082191780826,0.33515981735159805,BICCN_mouse1,m1s5
periph,55217923558127653308379286626829376950,SMC,473,Timp3,46,-0.059322033898305086,0.01852426374635559,BICCN_mouse1,m1s6
periph,222175309410238194694028045994388924982,VLMC,206,Timp3,10,0.024390243902439025,0.07313828348926506,BICCN_mouse1,m1s4
periph,114640691610958390109863148991353497377,L23_IT,394,Timp3,3,0.4452926208651399,0.1999948202966675,BICCN_mouse1,m1s3
periph,248982169863644282087902381306824339787,L23_IT,659,Timp3,2,-0.331306990881459,0.1669191895862013,BICCN_mouse1,m1s4
periph,17550051109579966036054837947681919585,Oligo,232,Timp3,1,0.4891774891774892,0.33621933621933603,BICCN_mouse1,m1s6
periph,166615994104518502050178092468975617820,Sst,399,Timp3,2,-0.2989949748743719,0.16708332281171362,BICCN_mouse1,m1s4
periph,41236966497305997774204612794168986963,Endo,297,Timp3,31,-0.060810810810810814,0.02741577572658654,BICCN_mouse1,m1s5
periph,124055852381737080467767399746894700286,OPC,354,Timp3,11,-0.06515580736543909,0.07516743141778254,BICCN_mouse1,m1s3
periph,225461424632123572832956641273588945422,L23_IT,647,Timp3,6,0.13312693498452013,0.10664272226733293,BICCN_mouse1,m1s4
periph,290850020720894452111259042009131022508,L23_IT,716,Timp3,1,0.5440559440559439,0.33426573426573397,BICCN_mouse1,m1s3
periph,253171484719899869077868591910237053543,Pvalb,890,Timp3,1,-0.813273340832396,0.3340832395950506,BICCN_mouse1,m1s5
periph,38989042776838273800582033503202671704,VLMC,289,Timp3,5,-0.3611111111111111,0.14185130070546728,BICCN_mouse1,m1s1
periph,306505618519254161403815654010869418479,L6_IT,750,Timp3,1,0.7890520694259012,0.3342234089897642,BICCN_mouse1,m1s5
periph,35968644474638139826218960988566454015,L6_IT,224,Timp3,1,-0.6591928251121076,0.33632286995515703,BICCN_mouse1,m1s3
periph,162234913564792149176829419633233715687,L6_CT,367,Timp3,2,0.6475409836065574,0.16711955169359066,BICCN_mouse1,m1s3
periph,92988607042044631507601758924476408006,L6_CT,377,Timp3,1,-0.6276595744680851,0.3351063829787235,BICCN_mouse1,m1s4
periph,156087299927748670682182549502158449540,L6_CT,225,Timp3,1,0.9642857142857144,0.33630952380952384,BICCN_mouse1,m1s2
periph,149567767831692350795300548210325943482,L5_IT,628,Timp3,4,0.5151515151515151,0.1331186455336545,BICCN_mouse1,m1s6
periph,215545843847798583631327263488305707385,L5_ET,892,Timp3,2,0.9304152637485972,0.16685330253106792,BICCN_mouse1,m1s2
periph,213937661253920707688724902434474319468,L6_CT,636,Timp3,1,0.7732283464566929,0.3343832020997374,BICCN_mouse1,m1s5
periph,68344492764697313293571748622923998227,L23_IT,273,Timp3,1,-0.15441176470588236,0.3357843137254901,BICCN_mouse1,m1s4
periph,242656917700044297189116651813310305320,L23_IT,749,Timp3,6,0.7606951871657754,0.10671122483996033,BICCN_mouse1,m1s5
periph,49848313205869488040401716582826356819,L23_IT,440,Timp3,1,0.9088838268792709,0.3348519362186785,BICCN_mouse1,m1s4
periph,124380765922562843629369141685236961830,Lamp5,437,Timp3,4,0.08027522935779817,0.1330233145358133,BICCN_mouse1,m1s6
periph,125108509423511290266556379572192922383,L23_IT,595,Timp3,3,-0.4545454545454545,0.19999773265766527,BICCN_mouse1,m1s5
periph,46725053773805122654467801036718623034,L6_IT,722,Timp3,1,-0.231622746185853,0.33425797503467425,BICCN_mouse1,m1s5
periph,301898158171469841513921695428517590780,L6_CT,353,Timp3,4,0.3920454545454545,0.13294808884297518,BICCN_mouse1,m1s1
periph,48220447885391250899197511181721849464,L6_CT,590,Timp3,1,-0.7317487266553481,0.3344651952461797,BICCN_mouse1,m1s2
periph,322785094865163696689433186004487785748,L5_ET,1073,Timp3,1,-0.5261194029850746,0.3339552238805965,BICCN_mouse1,m1s3
periph,295754843236561121982351743030840922862,L6_CT,703,Timp3,1,0.28205128205128205,0.3342830009496675,BICCN_mouse1,m1s2
periph,130759862695328103844841284691432282056,L5_ET,482,Timp3,3,0.33471933471933474,0.19999654220028454,BICCN_mouse1,m1s4
periph,337078310779399215170168887010646847021,L23_IT,391,Timp3,2,-0.020512820512820516,0.16709182555336405,BICCN_mouse1,m1s3
periph,29930405328673212613176425988022233166,Oligo,244,Timp3,5,0.17695473251028807,0.14166200951751928,BICCN_mouse1,m1s6
periph,271718461607531575448279143344803569728,L6_CT,465,Timp3,1,0.7198275862068966,0.3347701149425285,BICCN_mouse1,m1s5
periph,317725093928403755949192473086200521015,L23_IT,620,Timp3,1,0.8222940226171244,0.33441033925686603,BICCN_mouse1,m1s3
periph,277857617745526061624478063072404465792,L6_IT,730,Timp3,2,0.5692729766803841,0.16689466312660606,BICCN_mouse1,m1s5
periph,87214956635595045271730216337003800482,L23_IT,779,Timp3,2,-0.2095115681233933,0.16688034046827604,BICCN_mouse1,m1s2
periph,13072486511008586163605370454709979904,SMC,245,Timp3,14,0.049180327868852465,0.055678077129803806,BICCN_mouse1,m1s4
periph,133480268711266621608142307303333402949,L6_CT,314,Timp3,1,0.07987220447284345,0.3354632587859425,BICCN_mouse1,m1s3
periph,261485569914356893031377281292429539855,L56_NP,511,Timp3,1,0.8274509803921568,0.3346405228758172,BICCN_mouse1,m1s3
periph,25059354507162692184721140280380810568,L23_IT,736,Timp3,1,-0.2272108843537415,0.3342403628117918,BICCN_mouse1,m1s5
periph,120190202792042435894785690225620696290,L5_IT,534,Timp3,4,0.9362101313320824,0.13308036096669235,BICCN_mouse1,m1s2
periph,261073971691486121846020710735592147497,L5_ET,315,Timp3,1,0.7261146496815286,0.3354564755838643,BICCN_mouse1,m1s3
periph,73615632496181834474608676327263928944,SMC,679,Timp3,57,0.06194690265486725,0.015595090451967084,BICCN_mouse1,m1s1
periph,180131995753976029616395099933057105752,VLMC,262,Timp3,14,0.07662835249042145,0.05585257605339519,BICCN_mouse1,m1s3
periph,171044846476446128676524479842818913791,VLMC,237,Timp3,12,0.3898305084745763,0.06339358716549179,BICCN_mouse1,m1s3
